"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Cor ou raça (Código)","Cor ou raça","Unidade de Medida (Código)","Unidade de Medida","Valor"
"336","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.8
"337","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"338","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",40.9
"339","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",41.1
"340","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",41.9
"341","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",40.3
"342","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"343","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",1.5
"344","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.8
"345","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"346","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.2
"347","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.2
"348","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",40.7
"349","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.3
"350","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"351","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.3
"352","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2
"353","6","Município","2927408","Salvador (BA)","201403","3º trimestre 2014","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"354","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.6
"355","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.3
"356","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",40.5
"357","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.2
"358","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",0.9
"359","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.5
"360","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.6
"361","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.3
"362","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.2
"363","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.2
"364","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.7
"365","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38
"366","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"367","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.7
"368","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2
"369","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.5
"370","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",40.7
"371","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",40.7
"372","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",42
"373","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",40
"374","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",0.9
"375","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.5
"376","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.6
"377","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.3
"378","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.3
"379","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.4
"380","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",40.2
"381","6","Município","2927408","Salvador (BA)","201404","4º trimestre 2014","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.8
